Latitude,Longitude,City,State,Month,Year,Maximum Temperature,Average Temperature,Minimum Temperature,Precipitation Average,Wind Average
"25.8 °N,",0.28 °W,Miami,FL,February,2018,84,75.87,62,0.01,10.32
"25.8 °N,",0.28 °W,Miami,FL,March,2018,88,70.47,51,0.01,8.4
"25.8 °N,",0.28 °W,Miami,FL,April,2018,91,76.38,60,0.13,8.78
"25.8 °N,",0.28 °W,Miami,FL,May,2018,87,77.78,70,0.41,10.22
"25.8 °N,",0.28 °W,Miami,FL,June,2018,94,81.81,71,0.36,5.75
"25.8 °N,",0.28 °W,Miami,FL,July,2018,93,83.14,72,0.28,5.83
"25.8 °N,",0.28 °W,Miami,FL,August,2018,94,82.92,73,0.24,7.84
"25.8 °N,",0.28 °W,Miami,FL,September,2018,91,82.86,73,0.26,7.27
"25.8 °N,",0.28 °W,Miami,FL,October,2018,90,80.71,65,0.06,8.94
"25.8 °N,",0.28 °W,Miami,FL,November,2018,88,75.63,50,0.09,7.09
"25.8 °N,",0.28 °W,Miami,FL,December,2018,87,71.41,0,0.05,8.74
"25.8 °N,",0.28 °W,Miami,FL,January,2019,83,67.9,46,0.06,7.93
"25.8 °N,",0.28 °W,Miami,FL,February,2019,85,74.43,57,0.05,8.46
"25.8 °N,",0.28 °W,Miami,FL,March,2019,88,73.07,54,0.06,8.34
"25.8 °N,",0.28 °W,Miami,FL,April,2019,89,77.34,60,0.11,9.36
"25.8 °N,",0.28 °W,Miami,FL,May,2019,94,81.47,72,0.12,9.79
"25.8 °N,",0.28 °W,Miami,FL,June,2019,98,83.56,72,0.41,5.95
"25.8 °N,",0.28 °W,Miami,FL,July,2019,98,84.51,0,0.33,6.8
"25.8 °N,",0.28 °W,Miami,FL,August,2019,96,83.48,76,0.50,5.61
"25.8 °N,",0.28 °W,Miami,FL,September,2019,95,84.11,73,0.12,9.64
"25.8 °N,",0.28 °W,Miami,FL,October,2019,91,82.71,75,0.13,8.53
"25.8 °N,",0.28 °W,Miami,FL,November,2019,90,75.3,58,0.05,6.26
"25.8 °N,",0.28 °W,Miami,FL,December,2019,86,73.43,53,0.21,8.76
"25.8 °N,",0.28 °W,Miami,FL,January,2020,87,71.43,40,0.05,9.03
"25.8 °N,",0.28 °W,Miami,FL,February,2020,87,72.73,51,0.11,9.06
"25.8 °N,",0.28 °W,Miami,FL,March,2020,91,76.54,55,0.00,9.89
"25.8 °N,",0.28 °W,Miami,FL,April,2020,96,80.84,67,0.10,9
"25.8 °N,",0.28 °W,Miami,FL,May,2020,92,78.64,0,0.64,8.79
"25.8 °N,",0.28 °W,Miami,FL,June,2020,97,83.8,71,0.24,7.61
"25.8 °N,",0.28 °W,Miami,FL,July,2020,98,85.02,74,0.33,7.11
"25.8 °N,",0.28 °W,Miami,FL,August,2020,93,84.86,0,0.22,7.61
"25.8 °N,",0.28 °W,Miami,FL,September,2020,93,83.15,74,0.38,7.64
"25.8 °N,",0.28 °W,Miami,FL,October,2020,92,81.49,72,0.37,8.88
"25.8 °N,",0.28 °W,Miami,FL,November,2020,86,76.97,0,0.16,9.65
"25.8 °N,",0.28 °W,Miami,FL,December,2020,85,68.99,47,0.06,7.57
"25.8 °N,",0.28 °W,Miami,FL,January,2021,85,68.62,49,0.02,6.19
"25.8 °N,",0.28 °W,Miami,FL,February,2021,85,73.68,50,0.10,9.09
"25.8 °N,",0.28 °W,Miami,FL,March,2021,86,73.96,57,0.06,9.38
"25.8 °N,",0.28 °W,Miami,FL,April,2021,92,76.91,62,0.09,9.05
"25.8 °N,",0.28 °W,Miami,FL,May,2021,93,80.52,74,0.09,10.2
"25.8 °N,",0.28 °W,Miami,FL,June,2021,93,82.01,73,0.38,8.86
"25.8 °N,",0.28 °W,Miami,FL,July,2021,94,82.47,0,0.29,7.1
"25.8 °N,",0.28 °W,Miami,FL,August,2021,93,84.53,73,0.20,8.21
"25.8 °N,",0.28 °W,Miami,FL,September,2021,96,81.81,74,0.44,5.05
"25.8 °N,",0.28 °W,Miami,FL,October,2021,91,80.68,67,0.15,6.87
"25.8 °N,",0.28 °W,Miami,FL,November,2021,84,72.82,58,0.15,6.67
"25.8 °N,",0.28 °W,Miami,FL,December,2021,85,74.32,56,0.04,6.04
