Latitude,Longitude,City,State,Month,Year,Maximum Temperature,Average Temperature,Minimum Temperature,Precipitation Average,Wind Average
47.44 °N,122.3 °W,SeaTac,WA,February,2014,57,41.44,22,0.00,10.11
47.44 °N,122.3 °W,SeaTac,WA,March,2014,65,47.95,34,0.11,8.32
47.44 °N,122.3 °W,SeaTac,WA,April,2014,81,51.45,40,0.14,8.3
47.44 °N,122.3 °W,SeaTac,WA,May,2014,85,58.44,45,0.10,7.15
47.44 °N,122.3 °W,SeaTac,WA,June,2014,78,60.62,48,0.02,7.19
47.44 °N,122.3 °W,SeaTac,WA,July,2014,93,68.16,54,0.02,6.95
47.44 °N,122.3 °W,SeaTac,WA,August,2014,93,67.93,0,0.01,5.43
47.44 °N,122.3 °W,SeaTac,WA,September,2014,89,63.58,52,0.08,7.15
47.44 °N,122.3 °W,SeaTac,WA,October,2014,78,56.92,0,0.20,6.61
47.44 °N,122.3 °W,SeaTac,WA,November,2014,61,45.37,23,0.18,9.01
47.44 °N,122.3 °W,SeaTac,WA,December,2014,66,44.78,27,0.15,8.05
47.44 °N,122.3 °W,SeaTac,WA,January,2015,63,44.5,0,0.12,5.44
47.44 °N,122.3 °W,SeaTac,WA,February,2015,61,48.58,33,0.19,7.02
47.44 °N,122.3 °W,SeaTac,WA,March,2015,68,50.11,31,0.14,6.63
47.44 °N,122.3 °W,SeaTac,WA,April,2015,77,50.44,37,0.07,7.47
47.44 °N,122.3 °W,SeaTac,WA,May,2015,81,58.12,44,0.02,6.32
47.44 °N,122.3 °W,SeaTac,WA,June,2015,92,66.92,50,0.01,7.28
47.44 °N,122.3 °W,SeaTac,WA,July,2015,94,70.39,55,0.00,6.67
47.44 °N,122.3 °W,SeaTac,WA,August,2015,92,67.77,54,0.11,7.1
47.44 °N,122.3 °W,SeaTac,WA,September,2015,81,59.66,46,0.03,6.81
47.44 °N,122.3 °W,SeaTac,WA,October,2015,73,56.34,46,0.12,6.82
47.44 °N,122.3 °W,SeaTac,WA,November,2015,59,43.62,26,0.27,7.93
47.44 °N,122.3 °W,SeaTac,WA,December,2015,60,42.52,29,0.36,9.7
47.44 °N,122.3 °W,SeaTac,WA,January,2016,57,43.52,26,0.24,6.97
47.44 °N,122.3 °W,SeaTac,WA,February,2016,63,47.08,35,0.20,7.95
47.44 °N,122.3 °W,SeaTac,WA,March,2016,70,48.31,35,0.18,9.81
47.44 °N,122.3 °W,SeaTac,WA,April,2016,88,55.56,43,0.04,7.22
47.44 °N,122.3 °W,SeaTac,WA,May,2016,86,59.22,47,0.03,7.93
47.44 °N,122.3 °W,SeaTac,WA,June,2016,92,62.23,17,0.06,8.58
47.44 °N,122.3 °W,SeaTac,WA,July,2016,88,65.44,55,0.02,6.98
47.44 °N,122.3 °W,SeaTac,WA,August,2016,95,67.67,53,0.01,7.19
47.44 °N,122.3 °W,SeaTac,WA,September,2016,78,60.16,46,0.04,7.23
47.44 °N,122.3 °W,SeaTac,WA,October,2016,66,53.86,43,0.30,8.12
47.44 °N,122.3 °W,SeaTac,WA,November,2016,70,50.57,40,0.24,7.84
47.44 °N,122.3 °W,SeaTac,WA,December,2016,49,37.83,23,0.12,9.34
47.44 °N,122.3 °W,SeaTac,WA,January,2017,53,37.76,22,0.14,7.61
47.44 °N,122.3 °W,SeaTac,WA,February,2017,57,40.92,30,0.30,8.56
47.44 °N,122.3 °W,SeaTac,WA,March,2017,57,45.53,34,0.24,10.05
47.44 °N,122.3 °W,SeaTac,WA,April,2017,66,49.76,38,0.14,9.06
47.44 °N,122.3 °W,SeaTac,WA,May,2017,86,57.07,43,0.07,7.04
47.44 °N,122.3 °W,SeaTac,WA,June,2017,94,61.93,48,0.05,7.87
47.44 °N,122.3 °W,SeaTac,WA,July,2017,87,66.33,54,0.00,7.1
47.44 °N,122.3 °W,SeaTac,WA,August,2017,92,69.31,55,0.00,6.79
47.44 °N,122.3 °W,SeaTac,WA,September,2017,90,63.78,50,0.02,6.58
47.44 °N,122.3 °W,SeaTac,WA,October,2017,69,52.29,38,0.15,8.09
47.44 °N,122.3 °W,SeaTac,WA,November,2017,67,46.45,33,0.28,9.76
47.44 °N,122.3 °W,SeaTac,WA,December,2017,54,39.61,29,0.18,7.57
47.44 °N,122.3 °W,SeaTac,WA,January,2018,63,44.57,32,0.26,9.62
47.44 °N,122.3 °W,SeaTac,WA,February,2018,54,40.93,24,0.07,10.43
47.44 °N,122.3 °W,SeaTac,WA,March,2018,73,45.86,34,0.08,8.46
47.44 °N,122.3 °W,SeaTac,WA,April,2018,81,50.91,36,0.19,9.93
47.44 °N,122.3 °W,SeaTac,WA,May,2018,87,59.6,45,0.00,6.62
47.44 °N,122.3 °W,SeaTac,WA,June,2018,87,61.5,48,0.02,7.33
47.44 °N,122.3 °W,SeaTac,WA,July,2018,93,69.72,50,0.00,7.52
47.44 °N,122.3 °W,SeaTac,WA,August,2018,93,67.82,54,0.01,6.92
47.44 °N,122.3 °W,SeaTac,WA,September,2018,85,61.08,48,0.03,7.9
47.44 °N,122.3 °W,SeaTac,WA,October,2018,72,53,43,0.12,6.41
47.44 °N,122.3 °W,SeaTac,WA,November,2018,62,48.27,34,0.17,8.03
47.44 °N,122.3 °W,SeaTac,WA,December,2018,58,43.88,32,0.20,9.41
47.44 °N,122.3 °W,SeaTac,WA,January,2019,60,44.57,0,0.12,7.74
47.44 °N,122.3 °W,SeaTac,WA,February,2019,50,36.66,21,0.17,8.41
47.44 °N,122.3 °W,SeaTac,WA,March,2019,79,47.63,29,0.04,8.16
47.44 °N,122.3 °W,SeaTac,WA,April,2019,69,51.81,37,0.12,8.69
47.44 °N,122.3 °W,SeaTac,WA,May,2019,86,59.29,44,0.02,7.28
47.44 °N,122.3 °W,SeaTac,WA,June,2019,92,61.86,50,0.03,7.75
47.44 °N,122.3 °W,SeaTac,WA,July,2019,91,66.28,55,0.04,6.75
47.44 °N,122.3 °W,SeaTac,WA,August,2019,89,67.68,56,0.04,6.76
47.44 °N,122.3 °W,SeaTac,WA,September,2019,80,61.54,45,0.11,7.22
47.44 °N,122.3 °W,SeaTac,WA,October,2019,64,50.46,33,0.12,7.86
47.44 °N,122.3 °W,SeaTac,WA,November,2019,60,45.91,27,0.06,7.04
47.44 °N,122.3 °W,SeaTac,WA,December,2019,56,44.53,31,0.25,6.77
47.44 °N,122.3 °W,SeaTac,WA,January,2020,61,44.78,28,0.29,10.83
47.44 °N,122.3 °W,SeaTac,WA,February,2020,58,43.53,30,0.16,8.4
47.44 °N,122.3 °W,SeaTac,WA,March,2020,61,44.11,32,0.11,8.99
47.44 °N,122.3 °W,SeaTac,WA,April,2020,70,51.59,35,0.06,7.68
47.44 °N,122.3 °W,SeaTac,WA,May,2020,87,58.4,39,0.10,7.95
47.44 °N,122.3 °W,SeaTac,WA,June,2020,83,60.52,50,0.07,7.62
47.44 °N,122.3 °W,SeaTac,WA,July,2020,93,66.11,54,0.01,7.46
47.44 °N,122.3 °W,SeaTac,WA,August,2020,97,66.93,51,0.01,6.86
47.44 °N,122.3 °W,SeaTac,WA,September,2020,91,61.15,0,0.05,6.78
47.44 °N,122.3 °W,SeaTac,WA,October,2020,72,53.54,35,0.08,7.87
47.44 °N,122.3 °W,SeaTac,WA,November,2020,66,46.43,31,0.18,9.03
47.44 °N,122.3 °W,SeaTac,WA,December,2020,59,43.84,28,0.22,8.4
47.44 °N,122.3 °W,SeaTac,WA,January,2021,57,43.63,29,0.28,7.37
47.44 °N,122.3 °W,SeaTac,WA,February,2021,52,40.97,25,0.16,10.71
47.44 °N,122.3 °W,SeaTac,WA,March,2021,60,45,32,0.08,7.41
47.44 °N,122.3 °W,SeaTac,WA,April,2021,80,52.78,35,0.03,8.1
47.44 °N,122.3 °W,SeaTac,WA,May,2021,80,55.58,44,0.04,8.1
47.44 °N,122.3 °W,SeaTac,WA,June,2021,107,65.61,44,0.06,7.82
47.44 °N,122.3 °W,SeaTac,WA,July,2021,91,66.57,53,0.00,6.9
47.44 °N,122.3 °W,SeaTac,WA,August,2021,93,65.89,0,0.00,7.57
47.44 °N,122.3 °W,SeaTac,WA,September,2021,80,60.93,47,0.09,7.14
47.44 °N,122.3 °W,SeaTac,WA,October,2021,69,51.61,37,0.19,8.41
47.44 °N,122.3 °W,SeaTac,WA,November,2021,61,47.56,31,0.34,9.47
47.44 °N,122.3 °W,SeaTac,WA,December,2021,56,37.81,17,0.14,10.12
